id	definition_source	definition	definition_pp	definition_description	specific	specific_pp	level_5	level_5_pp	subclass	subclass_pp	class	class_pp	superclass	superclass_pp
2324	level_5	Iridoid O-glycosides	0.8200	Iridoid monoterpenes containing a glycosyl (usually a pyranosyl) moiety linked to the iridoid skeleton.	Iridoid O-glycosides	0.8200	Iridoid O-glycosides	0.8200	Terpene glycosides	0.9910	Prenol lipids	0.9690	Lipids and lipid-like molecules	0.9700
2325	level_5	Monosaccharides	0.9510	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.5590	Monosaccharides	0.9510	Carbohydrates and carbohydrate conjugates	0.9210	Organooxygen compounds	0.9980	Organic oxygen compounds	1.0000
2327	superclass	Organic acids and derivatives	0.6310	Compounds an organic acid or a derivative thereof.	Organic phosphoric acids and derivatives	0.1500					Organic phosphoric acids and derivatives	0.1500	Organic acids and derivatives	0.6310
2328	level_5	Monosaccharides	0.7620	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Monosaccharides	0.7620	Monosaccharides	0.7620	Carbohydrates and carbohydrate conjugates	0.5740	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
2329	subclass	Fatty acid esters	0.6050	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.6050			Fatty acid esters	0.6050	Fatty Acyls	0.9210	Lipids and lipid-like molecules	0.8960
2330	subclass	Dicarboxylic acids and derivatives	0.7260	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.7260			Dicarboxylic acids and derivatives	0.7260	Carboxylic acids and derivatives	0.9110	Organic acids and derivatives	0.9330
2331	subclass	Dicarboxylic acids and derivatives	0.6370	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.6370			Dicarboxylic acids and derivatives	0.6370	Carboxylic acids and derivatives	0.9340	Organic acids and derivatives	0.9420
2332	superclass	Lignans, neolignans and related compounds	0.9050	Plant products of low molecular weight formed primarily from oxidative coupling of two p-propylphenol moieties. They can also be described as micromolecules with two phenylpropanoid units coupled together. They can be attached in various manners, like C5-C5', C8-C8'. Most known natural lignans are oxidized at C9 and C9´ and, based upon the way in which oxygen is incorporated into the skeleton and on the cyclization patterns, a wide range of lignans of very different structural types can be formed.	Lignans, neolignans and related compounds	0.9050							Lignans, neolignans and related compounds	0.9050
2333	subclass	Fatty acid esters	0.9480	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.9480			Fatty acid esters	0.9480	Fatty Acyls	0.9950	Lipids and lipid-like molecules	0.9980
2334	level_5	Monosaccharides	0.8820	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Pentose phosphates	0.0000	Monosaccharides	0.8820	Carbohydrates and carbohydrate conjugates	0.6960	Organooxygen compounds	0.9990	Organic oxygen compounds	1.0000
2335	level_5	Monosaccharides	0.9710	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.5640	Monosaccharides	0.9710	Carbohydrates and carbohydrate conjugates	0.9630	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
2337	level_5	Monosaccharides	0.8850	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.7690	Monosaccharides	0.8850	Carbohydrates and carbohydrate conjugates	0.9990	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
2338	subclass	Terpene glycosides	0.9590	Prenol lipids containing a carbohydrate moiety glycosidically bound to a terpene backbone.	Terpene glycosides	0.9590			Terpene glycosides	0.9590	Prenol lipids	0.9280	Lipids and lipid-like molecules	0.8780
2339	level_5	Medium-chain fatty acids	0.8500	Fatty acids with an aliphatic tail that contains between 4 and 12 carbon atoms.	Medium-chain fatty acids	0.8500	Medium-chain fatty acids	0.8500	Fatty acids and conjugates	0.9430	Fatty Acyls	0.9790	Lipids and lipid-like molecules	0.9870
2340	class	Organooxygen compounds	0.9970	Organic compounds containing a bond between a carbon atom and an oxygen atom.	Monosaccharides	0.4680	Monosaccharides	0.4680	Carbohydrates and carbohydrate conjugates	0.2020	Organooxygen compounds	0.9970	Organic oxygen compounds	1.0000
2341	superclass	Organoheterocyclic compounds	0.7390	Compounds containing a ring with least one carbon atom and one non-carbon atom.	Pyrimidones	0.0360	Pyrimidones	0.0360	Pyrimidines and pyrimidine derivatives	0.2580	Diazines	0.1690	Organoheterocyclic compounds	0.7390
2342	level_5	Monosaccharides	0.9880	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.7060	Monosaccharides	0.9880	Carbohydrates and carbohydrate conjugates	0.9650	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
2343	superclass	Lignans, neolignans and related compounds	0.5420	Plant products of low molecular weight formed primarily from oxidative coupling of two p-propylphenol moieties. They can also be described as micromolecules with two phenylpropanoid units coupled together. They can be attached in various manners, like C5-C5', C8-C8'. Most known natural lignans are oxidized at C9 and C9´ and, based upon the way in which oxygen is incorporated into the skeleton and on the cyclization patterns, a wide range of lignans of very different structural types can be formed.	Lignans, neolignans and related compounds	0.5420							Lignans, neolignans and related compounds	0.5420
2344	superclass	Lipids and lipid-like molecules	0.6660	Fatty acids and their derivatives, and substances related biosynthetically or functionally to these compounds.	Lipids and lipid-like molecules	0.6660							Lipids and lipid-like molecules	0.6660
2345	subclass	Terpene glycosides	0.7400	Prenol lipids containing a carbohydrate moiety glycosidically bound to a terpene backbone.	Terpene glycosides	0.7400			Terpene glycosides	0.7400	Prenol lipids	0.9270	Lipids and lipid-like molecules	0.9070
2346	level_5	Glycosyl compounds	0.9810	Carbohydrate derivatives in which a sugar group is bonded through its anomeric carbon to another group via a C-, S-,N-,O-, or Se- glycosidic bond.	O-glycosyl compounds	0.9800	Glycosyl compounds	0.9810	Carbohydrates and carbohydrate conjugates	1.0000	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
2347	subclass	Purines and purine derivatives	0.8550	Aromatic heterocyclic compounds containing a purine moiety, which is formed a pyrimidine-ring ring fused to an imidazole ring.	Purines and purine derivatives	0.8550			Purines and purine derivatives	0.8550	Imidazopyrimidines	0.8770	Organoheterocyclic compounds	0.9830
2348	class	Organooxygen compounds	1.0000	Organic compounds containing a bond between a carbon atom and an oxygen atom.	Hexoses	0.0000	Monosaccharides	0.0650	Carbohydrates and carbohydrate conjugates	0.0420	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
2349	level_5	Disaccharides	0.9870	Compounds containing two carbohydrate moieties linked to each to each other through a glycosidic bond, no set of three or more glycosidically linked carbohydrate units.	Disaccharides	0.9870	Disaccharides	0.9870	Carbohydrates and carbohydrate conjugates	0.9990	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
2350	level_5	Branched fatty acids	0.8090	Fatty acids containing a branched chain.	Methyl-branched fatty acids	0.7770	Branched fatty acids	0.8090	Fatty acids and conjugates	0.9810	Fatty Acyls	0.9840	Lipids and lipid-like molecules	0.9940
2351	level_5	Tertiary alcohols	0.5620	Compounds in which a hydroxy group, -OH, is attached to a saturated carbon atom R3COH (R not H ).	Tertiary alcohols	0.5620	Tertiary alcohols	0.5620	Alcohols and polyols	0.8450	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
2352	subclass	Terpene glycosides	0.5350	Prenol lipids containing a carbohydrate moiety glycosidically bound to a terpene backbone.	Terpene glycosides	0.5350			Terpene glycosides	0.5350	Prenol lipids	0.5410	Lipids and lipid-like molecules	0.7650
2353	level_5	Disaccharides	0.9680	Compounds containing two carbohydrate moieties linked to each to each other through a glycosidic bond, no set of three or more glycosidically linked carbohydrate units.	Disaccharides	0.9680	Disaccharides	0.9680	Carbohydrates and carbohydrate conjugates	0.9980	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
2354	level_5	Monosaccharides	0.9910	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Hexoses	0.9500	Monosaccharides	0.9910	Carbohydrates and carbohydrate conjugates	0.9980	Organooxygen compounds	0.9940	Organic oxygen compounds	1.0000
2355	null	null	null	null	Lignans, neolignans and related compounds	0.0440							Lignans, neolignans and related compounds	0.0440
2356	level_5	Branched fatty acids	0.7240	Fatty acids containing a branched chain.	Methyl-branched fatty acids	0.6990	Branched fatty acids	0.7240	Fatty acids and conjugates	0.8920	Fatty Acyls	0.9680	Lipids and lipid-like molecules	0.9890
2357	class	Benzene and substituted derivatives	0.6220	Aromatic compounds containing one monocyclic ring system consisting of benzene.	Benzene and substituted derivatives	0.6220					Benzene and substituted derivatives	0.6220	Benzenoids	0.9950
2358	level_5	Monosaccharides	0.6940	Compounds containing one carbohydrate unit not glycosidically linked to another such unit, and no set of two or more glycosidically linked carbohydrate units. Monosaccharides have the general formula CnH2nOn.	Monosaccharides	0.6940	Monosaccharides	0.6940	Carbohydrates and carbohydrate conjugates	0.4010	Organooxygen compounds	1.0000	Organic oxygen compounds	1.0000
2359	class	Carboxylic acids and derivatives	0.7120	Compounds containing a carboxylic acid group with the formula -C(=O)OH or a derivative thereof.	Peptides	0.0980	Peptides	0.0980	Amino acids, peptides, and analogues	0.3380	Carboxylic acids and derivatives	0.7120	Organic acids and derivatives	0.9380
2360	class	Pyrrolidines	0.8250	Compounds containing a pyrrolidine ring, which is a five-membered saturated aliphatic heterocycle with one nitrogen atom and four carbon atoms.	Pyrrolidines	0.8250					Pyrrolidines	0.8250	Organoheterocyclic compounds	0.9440
2361	level_5	Amino acids and derivatives	0.8020	Organic compounds containing an amine group, a carboxylic acid group (or a derivative thereof), and a side-chain that is specific to each amino acid.	Alpha amino acids and derivatives	0.1070	Amino acids and derivatives	0.8020	Amino acids, peptides, and analogues	0.7940	Carboxylic acids and derivatives	0.8370	Organic acids and derivatives	0.9990
2362	null	null	null	null	Pyrimidines and pyrimidine derivatives	0.0000			Pyrimidines and pyrimidine derivatives	0.0000	Diazines	0.0000	Organoheterocyclic compounds	0.1540
2363	superclass	Benzenoids	0.5770	Aromatic compounds containing one or more benzene rings.	Benzenoids	0.5770							Benzenoids	0.5770
2365	subclass	Terpene glycosides	0.8570	Prenol lipids containing a carbohydrate moiety glycosidically bound to a terpene backbone.	Terpene glycosides	0.8570			Terpene glycosides	0.8570	Prenol lipids	0.8170	Lipids and lipid-like molecules	0.7360
2366	subclass	Sesquiterpenoids	0.7880	Terpenes with three consecutive isoprene units.	Sesquiterpenoids	0.7880			Sesquiterpenoids	0.7880	Prenol lipids	0.7440	Lipids and lipid-like molecules	0.8010
2367	subclass	Fatty acid esters	0.9170	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.9170			Fatty acid esters	0.9170	Fatty Acyls	0.9930	Lipids and lipid-like molecules	0.9970
2368	subclass	Dicarboxylic acids and derivatives	0.5930	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.5930			Dicarboxylic acids and derivatives	0.5930	Carboxylic acids and derivatives	0.9840	Organic acids and derivatives	0.9930
2369	class	Macrolides and analogues	0.5630	Organic compounds containing a lactone ring of at least twelve members.	Macrolides and analogues	0.5630					Macrolides and analogues	0.5630	Phenylpropanoids and polyketides	0.4430
2370	level_5	Iridoid O-glycosides	0.6990	Iridoid monoterpenes containing a glycosyl (usually a pyranosyl) moiety linked to the iridoid skeleton.	Iridoid O-glycosides	0.6990	Iridoid O-glycosides	0.6990	Terpene glycosides	0.9680	Prenol lipids	0.9560	Lipids and lipid-like molecules	0.8320
2371	class	Benzene and substituted derivatives	0.7340	Aromatic compounds containing one monocyclic ring system consisting of benzene.	Methoxybenzoic acids and derivatives	0.0160	Methoxybenzoic acids and derivatives	0.0160	Benzoic acids and derivatives	0.0380	Benzene and substituted derivatives	0.7340	Benzenoids	0.9940
2372	superclass	Benzenoids	0.6850	Aromatic compounds containing one or more benzene rings.	Benzenoids	0.6850							Benzenoids	0.6850
2373	subclass	Fatty acid esters	0.9890	Carboxylic ester derivatives of a fatty acid.	Fatty acid esters	0.9890			Fatty acid esters	0.9890	Fatty Acyls	1.0000	Lipids and lipid-like molecules	1.0000
2374	subclass	Medium-chain hydroxy acids and derivatives	0.6780	Hydroxy acids with a 6 to 12 carbon atoms long side chain.	Medium-chain hydroxy acids and derivatives	0.6780			Medium-chain hydroxy acids and derivatives	0.6780	Hydroxy acids and derivatives	0.8000	Organic acids and derivatives	0.9920
2375	level_5	Alkyl glycosides	0.5270	Lipids containing a glycosyl moiety (one or several units) linked to the hydroxyl group of a fatty alcohol.	Alkyl glycosides	0.5270	Alkyl glycosides	0.5270	Fatty acyl glycosides	0.7540	Fatty Acyls	0.9950	Lipids and lipid-like molecules	0.9990
2376	null	null	null	null	Fatty Acyls	0.4320					Fatty Acyls	0.4320	Lipids and lipid-like molecules	0.4570
2377	subclass	Dicarboxylic acids and derivatives	0.6330	Organic compounds containing exactly two carboxylic acid groups.	Dicarboxylic acids and derivatives	0.6330			Dicarboxylic acids and derivatives	0.6330	Carboxylic acids and derivatives	0.9680	Organic acids and derivatives	0.9890
2378	subclass	Methoxyphenols	0.6850	Compounds containing a methoxy group attached to the benzene ring of a phenol moiety.	Methoxyphenols	0.6850			Methoxyphenols	0.6850	Phenols	0.6540	Benzenoids	0.7050
